order_id,seller_state
58ac1947c1a9067b9f416cba6d844a3f,SP
ba4ddff2b9082f079de9a84d7a5605fd,SP
75351e48296ef42211a0b80c427aae57,SP
64a2b20e6611bf80d933549f4c45ad84,SP
775130c792f4c6460c63162e994a1114,SC
b0928556a10706af462ca2ab2c91903b,SC
5487a8ac1699754d975f853ce8bb9321,MG
00571ded73b3c061925584feab0db425,SP
74ebfa44a323c96a7760bd693d690a3d,GO
37104fd8b73d0691fda9491fe8906808,SP
b6b3633f97c686d8e188ac6fa29ff20d,RJ
37e32b54f25d2472acbc642f7e539a36,SP
43d88b0e949865904334dd5b3ca63f50,SP
5e99f3c445038a0709b2aea8e34ed593,SP
f61b61c2cbb4192ccaf9c2c76a4cc971,RS
6d7de866a140b19d09e825b2a4e944c7,SP
3f849648ffbabb0562c7668f212e3e88,SP
7c18eddfcd24680d80a502346221614e,SP
7c18eddfcd24680d80a502346221614e,SC
6fa204b6cf6dcfe6c9adca7dc53aa32a,SP
58d4c4747ee059eeeb865b349b41f53a,SP
a840a7a89e3d9137358eb7b9408681fe,RS
40001f4b6e1a35f0b99fc4f44078ab27,BA
287c56aa824d8d1ea40246ad12013f62,SP
694630e7a7713c116a9b7f0ba3377382,PR
f26f92a3da58e9c771820a7b4d9a6800,SP
d1f54c6a2a7015c5687439d6d4e971ba,SP
37d6c8f1b209eab8d1b6522a1a3e4d88,SP
f9f76d0f8ab416a42a2a3dad0d710162,SP
a03ad7057fae696dd18f8967826c209f,SP
c93e4c73cba512f76817291e0de8bec4,RJ
412fccb2b44a99b36714bca3fef8ad7b,SP
67b47f35ec923e39f1203f3cfa80f5e3,SP
b616f638cd86d92c7cbd06cf7484ee34,SP
258f2e5dd769d9314b349f5650005dcc,RS
f90202d14e468090464aeb4b1f0372ab,SP
615ae1b88a25a4ac47fbf55c9c847b6e,SC
52f166ce5fa053bbb27d317e4fd231b7,SP
22d17396ac4c177e0ea83929cd4f845d,SP
9ceb8ab5165cefecdddb546cb5a6362b,SP
95a74a28d622001aafb5dd088ea0d88c,SP
d493148aa5f8d08914d29ec0524e1196,PR
a0d5b8474423ddf55228373b81a46272,SP
cbec453ddd874ca620b8afc6393e3218,SP
61988b318aaf57d18336c629bc42cf1b,SP
b88d7ae9bd78eac18e8b6ceb04695fb8,MG
908e767e28908dc5ec61fe0ef8ef03f9,MG
c82a457d646f77c8f151e12a3e517ed2,SP
edc531c3153d23614049077e7e1e6405,RJ
e22b71f6e4a481445ec4527cb4c405f7,MG
6efcd938092fe73904610b4bd39b2e7f,SP
1e8c81805b92ff169971231458670460,SP
4d630f57194f5aba1a3d12ce23e71cd9,SP
1da00355018ed3e0fdd548cf3ddada99,SP
21c71f62d2554e1ad6c8ba9dc7af2c62,RJ
93a21c10557cc1b1ecfe2c3a808c648a,MG
38c4ae942b818085578157aabd4abf9e,MG
f175d67589e059cbbda956f10f0702e6,PR
c263211bd219538f7c031591e87ef0d7,SP
7835af1856de332f2f3c9204b740a3a2,SP
507240e305d631056d7ced5d5ab0eb9a,SP
17c2ee64306efa76f1389315a974eeba,SP
5ec8f4e8fe5ee3fd5460b244d0804f9e,SP
7156f3e0b94405abcbad1a8c94557338,SP
def622b4b003c4749c889dd9a0b43eca,SP
434d3eec8dd031c322077fb2452e53a0,SP
3ef7c7b43ae449415675a6c34720b78e,SP
7e3e92dc3eaf5389f32da97228f7dd0e,SC
4d95703047b8a80cf5796b7478900ec7,SP
955e2b622db1a1f4031ef035ce9a861f,SP
cf8f7b73e35cb19ff895c2f45c1ded72,PR
fd9b8ed51e5ffedf7a56bea36cc5b6f9,SC
bb4f0c21ae6014e40ef007ff6fbcbeb9,SP
f31535f21d145b2345e2bf7f09d62322,SC
d86359a45e3f6c6d8b35f7b13e41abf5,RJ
248ff7b41bfa395f5ee828720889e664,MG
2d5cdc856665603f1580e3586bde89a5,SP
b06112f703115e6d92f3baf4e2458a5a,RJ
45ac1d4b219993bf334080eac1585166,SP
51fc12a7908ea200b269a6ecfb3e7740,SP
c228d309379c3ae545cc6ca2d5aae1b2,SP
f419e615bbdeb34741d4bdd661ff8599,SP
c10ff28c81d0b9bd2a265bb0836c8b0c,MG
638f79643fd5681c6e6c6ef1f1ab700d,SP
a094215e786240fcfefb83d18036a1cd,SP
86e574a0701d15590bf31783bc7de5dc,SP
fb9b2930f4a30f96c7cc98eaaa85e5f0,SP
02aec12849744e266394182861265286,SP
f11b36b3bc7bacf06deef862ed611f02,SP
2c3a5e5f5bc3ae78ed5748461e62d47d,SP
4eeecb9e657525024b9b538730c5f974,SP
6f954a919130aa1e8def4ed1b9fca432,SP
56bd45163229b35ca0ab490c1e3d3233,SP
6bb1e842418aac0c9c820afd3bb63a2d,MG
28fa410eec232354726af94904c6fa9b,SP
f93af565de05d2427790ad8d0368a80e,SP
3f3913e8c7fd221ac82a34ffa20b93ee,SP
ed91235fc08276eed0470b26a6dbd4a3,SP
7107c5823a581db0314f8f0fa95f61e7,SP
3a830ecb5338f0ff69822d388b64822e,SP
955ea2e3177592d909296220d7fcdebd,RJ
6d231a099f98f5a590ad78db56ae82f1,SP
4bb6e6f5af26e1f5951d934386615406,MA
c4d2f075fc3bf3a06d1e68e113c35cbd,SC
52e5445828db681d83dccb33a15ecac4,SP
879195f2460f97ab2f3bf119f2e8638b,SP
22ff7c206b68858435452298296c2fcb,MG
ebc8d4b1397747291b758772e9d87984,SP
9f882c1f904b7dd156572ada58d7a7ae,SP
5691d72069359cd293ac9a14f1bd5e9b,SP
884cb4ce4a06390d35206de06f785d13,SP
8e9e2a5d159d5718b34b926a34a0498f,SP
c0aa0e99afe6f6dac845326a854690fd,SP
1d251ab94983c4adb11e4b168abb1439,SC
d9cfa4b0f995deb2fa9758d5534e1d13,SP
8a49984afb76dae66f3810e1b7093ec4,SP
c26b94aa87e95d1c1eb1b592f43eb223,SP
06ae7271902bbb087fc093137fee6e81,SP
8373f5d7df6d9249999fd38f8513e6d7,MG
3b4ad687e7e5190db827e1ae5a8989dd,SP
4570fa83dbb31a563e06db0a554b951e,PR
04040ee654b248cdc512a68ecc83e4cc,SP
0b584b729bdfec204ec2aa5d21d6ca56,SC
bd2623f3663c5daa3f89e6b527fd49da,SP
343076b69aa1f03ee4beb49cf6baee58,SP
b68d69564a79dea4776afa33d1d2fcab,SP
f04bfdbef5359607d39e66fccc9cc0de,SP
d74d2985a4c187334dc59722076a2e5f,SP
bd3e89bd89fac4760b244047d795e2fe,SP
fb6ba131bbeb30fd6db9c8900b5c5b92,SP
82daed31f80350ce51f518369a8d181c,SP
4906eeadde5f70b308c20c4a8f20be02,SP
ae17bb94dfb3eaf396cd393eace1de80,PR
6379750dac6a8a1e11378e34278ae8df,SP
7ac1f3de2cdc809de6aa1e6719451f53,SC
aa466a92af916f9f68e56fce7d3a21b1,SP
c619ac0f9cdcfcebdfb9490451166da4,PR
31ef15cb5a3faa4df17e96b09cd8c1a1,SP
dc400373e624e9b0435847a79813c658,SP
09d3f9f1be63c067456cc619076685a1,SP
e3a83a19707a6f27e4fde8d6b13d43f4,SP
7d2286ec219f58023352077d938dee48,SP
ec1fc57b72a7bbe5b32f9c606510db76,MG
16c24987724018f73b746aacfbb5f8e8,MG
d3c8851a6651eeff2f73b0e011ac45d0,AC
75f433fd5ff62807235cb08b520c3c49,SP
bca3dc20a3ec02261c5b17dc270e9e65,SP
bbd64b019b5ea3ed83a114cc665328ff,SP
74c951ce0835b2741d3014321ae9c480,SP
4e2160ff7a61b2bf4fbd2e527ea924d3,SP
b75b4f6e7c5fe3fa05707992a88d9d38,SP
6f841dde94727854eaff3f66432c80ea,SC
2b72a32a2c3e93fa260ca7655073886f,RJ
f373335aac9a659de916f7170b8bc07a,SP
3d087f98b006ae162b5e3b56e7bfdb4a,SP
a7076e7aba13de8b66d95a55811290ed,SP
d7f4e2f755cf2f40aa7c39804cfe01c4,SP
6f5a2dbe5ccce73a9d053a542baabd1c,PR
66f6b3a33b0339acbf55dd71977c4293,SP
2f246ee329fce6932458bc7a10625d2a,SP
d65c179a817be22977e263fbc1a4fef4,SP
2babe10ce6bcb68b1e3bd35e24424466,SP
ac64f79a33bfa575fc5a17e7926df3d5,SP
727412faf7aef5ef3c7e0f03350d80c7,SP
cedd898e1a953e9a8f3d763a364f6717,SP
858505c5992f35429d07aae37bad60a8,MG
6cb134bb285a64b0425d1fdaa00d4214,SP
f11e9516ca2b6091b64f2e2ea0ebebb3,SP
4d4ef6cd8147028ffd8c18dc0f6e3050,SP
0438fc3e115633e11a93c878a1591016,BA
3faf126d8a3b0684272791cd3c6cf3fe,SC
0b0f3c7a9bcb6ad1fccab28f9240da6f,SP
65f78a0e1f8b80c4f6d8d5c6073b8601,PR
b7e4aca3e798d20643faacb681272a9c,SP
b52d29abb97a3978df1d8922bfe36fbe,SP
3f596c69e8e78788530d898331118c7c,SP
0c228d925a49aa5e3b35febb948f4f72,SP
6cc4eb51469dec50a6130fe1cd07b7f9,SP
4709741e829775567b92abc42437b461,SC
0341b60065c49221a27293793f11b117,SP
25ebb07a1069a75d3cb9baf0a94f22d0,PR
c2d07d9078b700b9198a126183867c16,SP
25d47ee9a060a0359e8a10a858fc39a1,SP
cf0ac4e12ad66c28302fc103670222fa,SP
43488f856ed3fa3e7d3f8228755d383b,SP
32bda40452bf0485c310bca24eb53886,SP
2728209b1b0553533bce4afc52716b60,PR
b335cf4d393acc627b82e83b3b3711fe,SP
59d34e1064930d037d30041b73683aa7,SP
6f6665c1d76e55561978ccb45bdcafc6,SP
db5fdbee9ab29d55f24c329246e6fe51,SP
9cf566da5a3277749dbd61fa060e8110,SP
15fb9c745e91eff5482a9af2a5fad0e6,SP
141ad0192cfa16174e4fd0a1a7e7ba4a,SP
5869074071e0f56e9085dc3742c97b2a,SP
e5d931ebd7214cd492fff71fb6a2aeff,MG
7842147864c0425541edd55923f3c0f1,SP
6b7c5703bdc03335b37020877a06625e,PR
cbbb524a0e1646aa6cf7a3c0bbe517ad,MG
77af7c6e42549e58f42977d5be538d0d,SP
7e05645577366863a93350aac5cc7de5,RS
ed01ce003df13cab401ba2ff57ea2542,SP
b7a4a9ecb1cd3ef6a3e36a48e200e3be,SP
f09942b1e1419e69f7509158f2a9c1d6,SP
d10090be5f75fb89b6817469f0ce1a30,SP
5342acb7b183acec77f59e4d78f7c804,ES
72ee4a26e767e55282ac10e63c7b1227,SP
6cd474b81add3c3d62536cab3e34aa23,RS
4f7e398a1ddb1c349465b42b6865c60b,BA
05387d537bd2e5027aadbfb6a5123e4b,SP
59b32faedc12322c672e95ec3716d614,SP
c158e9806f85a33877bdfd4f607b72e7,SC
19721d59a9764437477eff0730b48665,SP
08652363092b158440e2422e7c3ccaf4,SP
e92f3505810692cd4a0350b19e2d9045,SP
38c1e3d4ed6a13cd0cf612d4c09766e9,SP
5a63a60ea2852393994270157cd61e0a,SP
1b9ecfe83cdc259250e1a8aca174f0ad,SP
409e4a6eadbdc33f16ccf0bda01eec1f,SP
4fc42727f0b542099a7568206da01fa6,SP
b0ff8ff92f8d916fa2e8005cd8e1a135,SP
bb27f9e70d5cdc66d0c616aee3dbb387,PR
b60b53ad0bb7dacacf2989fe27ad567a,SP
db0d194c127a36909de3bda3edad30bc,SP
884b1394fc8888e6a877df86eb19e74c,SP
ac7a92560a9e99f0a0ab4988102f491b,SP
197edbaa61a8a349f382553fd2180ee1,RS
da8be3bb62e9bf01e2e1a3bfd74ebd1a,SC
dcbd516c0f39081a5e542ef76bbc3fe4,SP
c2215076050fa358934105b15c34cf3b,SP
8bbbef97d763f4dcf2e12cc5b5e0cee6,MG
6de3383be650cfe96aed26171ad65c47,RJ
b8c38cf37cd17fd645f2e84101c8a679,SP
21f4a37ec131158f1615d0f186f190af,SP
c186ebe3937470a2f562a2dc0bc74dd7,SP
56a4ac10a4a8f2ba7693523bb439eede,SP
d62387acb3914789e712406e9882e549,SP
e659b8223be6f632acb24fb80cf50ca9,SP
b693d6c35867fa1937455e04f2547df2,SP
0f9dc92df0635605588c51ec2e4c58a0,PR
8efc076145638bcd5298053ddde6ff0c,SP
35b7d83c8629ba8d0f718d9d293cf436,MG
418764469a9e73f76f56783c1863bd05,SP
45ed6e85398a87c253db47c2d9f48216,SP
0bc4a984d79279c843421830f595273c,SP
bb3b61a129aba9eeb10bb81a4770f3b1,SP
7876404b81dcee26d47be1c7131b16ec,SP
0ac645ddb846d1373321decb39c9956f,RS
711f6009f8bf028b3fa426696b581432,SP
cf18c0b77059499a99818871229ab994,SP
6147a4d49752afd35a119d794e481588,SC
d977821da81b766c90bcd3351f0dbf19,SP
5c1f2bd7eff419c165428371164d750c,SP
5a00ef28abf9645038a7d37c1639d2c2,SP
5a0e5ad33542c79b10be87a344ee0086,GO
0d25f1b15acb59ceff22667265743132,SP
f0a82a328fd64b2796242bbfddb7e1d4,SP
bba5aa837be7e597e91c6ddedf604cd8,PR
72144791fc7fd8048eafc90d7f82ba54,SP
664c5e57eb8479a79caeb79fc79699ca,MG
f97a6e53615dfc1488e4bcf3dfe1cb2f,SP
faa911f9ff46e53aedc9408c5d6a24ad,PR
72344ea1113e3227494c465a64ae58aa,SP
b3fb87dd5ffb58351fd40c4f9fe03cdf,SP
95e42e6aaf6264cd3e77c06b32dc3003,SP
690199d6a2c51ff57c6b392d7680cbfd,SP
56ecd129e9283080044e40f77065b350,SP
3b881091c6fc2687191b01c705287c13,BA
86f408a9212aebbcddb41c1e8c65ebe0,SP
1cb6cfd9e6306cfe607017391834999a,SP
6c2953724cd30669e1b904e179a2346f,SP
567653c46861b54519b6f4cdee500f0a,SP
7b58fca3faf09217a36d5febee5739a5,RJ
f30607daae66843552e00843c6de88ef,SP
4207ad8e0e4e4070f271c930d25f72d7,SP
38b7efdf33dd5561f4f5d4f6e07b0414,SP
4f7ce3efe568a5e57290a9fa3e45b1f5,SP
3440f090efa1949bc4e9ebd0b89b2b6c,RS
b34523b3a1e3a1ad856985080738c879,SP
550a019d25590b5b3b6d31c0fd3edbbb,SP
0d09617395364c88c4ad7c457b439314,MA
e5a7c745f93cb381d78042cdef65b05b,SP
f112b9fc8967a675670bedf5a2bc6b2b,SC
580c882a5805c78546ea65ec6d3690e4,SP
8adafb3466daa5395694d3a906ff9d40,MG
66cf92fc3ec94fbafc4edd77e0814818,MG
e54613f3313c396f77d8280b9121ea2e,MG
eb270c4cbf3671961f3883e8b888571b,PR
a87f63f16c37c383775f476c6f22b635,PR
dc05a07c0cc70e26e10e274313034ad3,SP
ec3d63b91b19bedcbe453ea0df14dd50,SP
d4922affdd87d3e42657243354c7acd1,RJ
6e09e14cbfbf46215f17805edfb79aae,SP
f847298c3beb552989d31c5f673da6fc,SP
b1b5b604a5e207c764779ffb50527018,SP
c3fd670b03599718895218d479f660b6,SP
a57a5bbb57b15b49050bc6a58a2f240e,MG
267e5fff0e80197e6553c5596ed81dbd,SP
5a630e3d4aeb6fca86404481eb19cfe7,SP
dcb4a1d21593a108db61f12a4b3d61db,SP
3b14820d642ea72e95df3289b6539c1c,SP
32e4fa9bb468884309b58b9348de70c3,SP
813f8916cd12b887b0fa271f3263a4d3,MG
4df92d82d79c3b52c7138679fa9b07fc,SP
27f9fff9f14236589804b62bce39f526,RJ
142ac5357e541e5881d26fc5eb5f3754,SP
f833a0260cb98fa615a517d4e4a8cdf3,RS
9d48a2dfef2e0cb6155f816b9bf8489c,SP
9dc8d1a6f16f1b89874c29c9d8d30447,SP
d83706c29baf36eedf5e8adfb0da304e,SP
9472d3c8a0ad463cbfc89897334431da,SP
e811880120e802367a37c73fdbc0a7a2,SC
d4ab8a264235be36f72a07621046d082,SP
b417d44c131fe6470b3226c7b59f6a8f,SC
f049e19134a95d09c806851a5ea1872e,SP
e5d48f5d3719ee190629a850e362dc57,SP
407408433ee2a9ed77984aa5a06e2b2e,SP
a0411a1811cf1c3c1312372cb0495c6f,SP
0fc34e566d3273325c404c113f4a8b2a,SP
50c71607b83f5edc9a65e7c7d9910b1a,SP
3c3fa8869e142a240f57aef59c095f6c,SP
5b96fa278c2b3c1e29c190ef1b651d08,SP
b3206cf64b7cd1480a6c6f9912b20666,SP
33209e0f87b2ed543a0876812c9c5c40,SP
ea337f88a8c5cab4e99da87460f1b99e,RJ
c82430e4a84f03b67cc2a82fecd873f0,SP
c3664571c21d82f7d8ada5770af419f9,SP
ad7ddb009f1bcd6c40cb1106471c292c,RJ
a865adb8bec2475e30e835eaf1b9e7d6,SP
ac85808794ef111b4689bbdb5ea7f2c9,PR
9d513821c0477231fc7c1bfd684d13d8,SP
39a0eaa2a980c810beaf68d76e52fa96,SP
cf3d593f97ce4a58adbd6b488579fa36,SP
8ca57f2b32c00588cab243b2115441f5,RS
65d7e9625cc211f641191203e231ac24,SP
ad2b0f4fd912cd3c834e5976c46b75b7,SP
c432ba5b3bb83966c1b66696c395a2fb,RJ
62fe29a53926ef67e73c4b5f3e1ba6f3,SP
769cad60df1d40dccfd5ec163be24654,MG
48a928c553c276852b35ce90fedfeee2,PR
40ef667b4259d5f521a0fd1a093d0415,SP
7f97f025c45cac922275120fdee4e062,SP
00125cb692d04887809806618a2a145f,SP
eba75422c6a2414d3cd8289123e64200,SP
626e4ba4ac663dadb68a6fe4b0d7b8d4,PR
3ec2c982a9497e2aa32da12b18ce7266,PR
98e54ac24cb241c366307ed88ae84902,SP
18d686f1bb1270182c646fe337459d79,SP
93b82c635931ca55e5d20e0d095507ce,SP
c5e754f77f6f127371e929ccb707fce3,SP
0f8532e6a9c1e86b215fda5c13f37fad,SP
4fe2fd5509bca02cbd39aa5b3eeb2a8f,SP
46c22ce0488991c798933effd2b57574,SP
cd864dfff08db3d739750d749ec053b3,SP
b65067f5a1e9e4aea30dae0dc505119b,SP
31426d292a5d34315a18ac11d6eef7eb,SP
eafef0e6c44f121531569a69a318c3b3,SP
1f6405caa14a2debb88594b0471ed340,SP
2ed75ffbf396fcdc6341f17d1a16ef5d,SP
c0e59bb74c6b71dbd39b3073120e957d,SP
10918fe4d665fda80034712895c2b92f,PR
64a9f2b487f66506d463ca18152280e8,SP
e5e6a20a4c3fbe6ee280c01f8fe279cc,PR
6d46f8b7f485ad93146f9880682d4eb2,SP
011b142c9e082a5c1d10e0a88cd9c8e8,SP
cd0019d8419b82109ff269d8b4e18791,PR
fa859e78da068661b096bfb4466ded18,RS
7753606fb1d0067848f8a1a7ae5abefa,SP
3606d0126c19d4197f835572f5162c20,SC
4d2d8a4224215f680cc5221011347401,SP
87386e2485df1ab61a6d060a092e4d6f,MG
91bcade2288597459e1dbce52d6d0ef9,PR
df8e5e994bcc820fcf403f9a875201e6,SP
3480c6733692db0895d7f240dc18d9d6,SP
b028c30dc8af213ae4c26a64446211db,SP
