customer_unique_id,recency,frequency,monetary,avg_order_value,avg_review_score,avg_delivery_days,cluster,pca_1,pca_2,cluster_name
000ec5bff359e1c0ad76a81a45cb598f,13,1,27.75,27.75,5.0,5.0,0,-2.449951723322516,0.688992224589352,Khách hàng giá trị thấp
000ed48ceeb6f4bf8ad021a10a3c7b43,106,1,20.75,20.75,5.0,1.0,0,-3.003287691924324,0.7746471619729074,Khách hàng giá trị thấp
000fbf0473c10fc1ab6f8d2d286ce20c,39,1,362.36,90.59,5.0,4.0,3,0.6753576415932927,1.2660161219439374,Khách hàng tiềm năng
0010a452c6d13139e50b57f19f52e04e,419,1,325.93,325.93,1.0,11.0,1,2.1351470014966796,-1.718026203015806,Khách hàng ít hoạt động
0010fb34b966d44409382af9e8fd5b77,182,1,61.8,61.8,4.0,20.0,0,-0.7459933452050346,-1.0070642545489668,Khách hàng giá trị thấp
001147e649a7b1afd577e873841632dd,368,1,212.16,106.08,4.0,7.0,3,0.5008252124001358,-0.03101073650610824,Khách hàng tiềm năng
00115fc7123b5310cf6d3a3aa932699e,590,1,76.11,76.11,4.0,9.0,0,-0.5984401560868475,-0.7204491370657389,Khách hàng giá trị thấp
0011805441c0d1b68b48002f1d005526,497,1,297.14,297.14,3.0,15.0,3,1.906767349135375,-1.1561175513186588,Khách hàng tiềm năng
0011857aff0e5871ce5eb429f21cdaf5,432,1,192.83,192.83,5.0,6.0,3,0.8465147479107717,0.5286209670234261,Khách hàng tiềm năng
0011c98589159d6149979563c504cb21,394,1,117.94,117.94,5.0,5.0,0,-0.010184914488508357,0.5215324016743182,Khách hàng giá trị thấp
0012929d977a8d7280bb277c1e5f589d,321,1,155.65,155.65,1.0,4.0,1,0.7383528886120166,-1.242587633979446,Khách hàng ít hoạt động
0014a5a58da615f7b01a4f5e194bf5ea,228,1,99.82,99.82,5.0,2.0,0,-0.35383141464798884,0.958058219315789,Khách hàng giá trị thấp
0015752e079902b12cd00b9b7596276b,32,1,74.82,37.41,5.0,3.0,0,-1.4199127437459653,0.9984554860186686,Khách hàng giá trị thấp
00172711b30d52eea8b313a7f2cced02,38,1,122.07,122.07,4.0,7.0,3,0.15489893537468183,0.41174931937398523,Khách hàng tiềm năng
00191a9719ef48ebb5860b130347bf33,502,1,58.86,58.86,3.0,7.0,0,-0.9979917758383265,-1.0138476307585698,Khách hàng giá trị thấp
001926cef41060fae572e2e7b30bd2a4,382,1,91.21000000000001,45.605000000000004,4.0,4.0,0,-0.987145318947697,-0.06395647949233384,Khách hàng giá trị thấp
001928b561575b2821c92254a2327d06,10,1,164.81,82.405,2.0,3.0,1,0.13717569847041478,-0.2657701139153055,Khách hàng ít hoạt động
00196c4c9a3af7dd2ad10eade69c926f,37,1,37.58,37.58,5.0,4.0,0,-1.96477750035334,0.8152155130155053,Khách hàng giá trị thấp
00196fdb2bf9edfc35e88ebfbcf8d781,193,1,27.0,27.0,3.0,26.0,0,-1.9405171959533525,-2.2303257751664516,Khách hàng giá trị thấp
0019da6aa6bcb27cc32f1249bd12da05,205,1,87.71000000000001,87.71000000000001,1.0,1.0,1,-0.29563541749774125,-0.9997602315975564,Khách hàng ít hoạt động
0019e8c501c85848ac0966d45226fa1d,125,1,197.27,197.27,5.0,11.0,3,0.9760758520841193,0.6174424963666878,Khách hàng tiềm năng
001a2bf0e46c684031af91fb2bce149d,431,1,36.73,36.73,4.0,2.0,0,-1.9603661854473744,-0.14589465643293933,Khách hàng giá trị thấp
001a34eb30ecb8e3aacb07c475ca4dd1,54,1,161.71,161.71,5.0,1.0,3,0.444189008091818,1.439932391343048,Khách hàng tiềm năng
001a3a8e11d76c9a366c31a4aa2cc529,106,1,24.23,24.23,5.0,17.0,0,-2.441808555263446,-0.4169909148848204,Khách hàng giá trị thấp
001ae44fa04911a9e9577356dce6c63c,301,1,116.23,116.23,5.0,7.0,0,0.0018082855114553598,0.5047664091234377,Khách hàng giá trị thấp
001ae5a1788703d64536c30362503e49,269,1,135.07999999999998,135.07999999999998,5.0,28.0,3,0.6598995997665151,-1.0237709940480244,Khách hàng tiềm năng
001deb796b28a3a128d6113857569aa4,73,1,63.33,63.33,4.0,7.0,0,-0.9561603366553814,0.169472367287435,Khách hàng giá trị thấp
001f3c4211216384d5fe59b041ce1461,533,1,35.84,35.84,3.0,8.0,0,-1.8100874197637413,-1.2796503755650648,Khách hàng giá trị thấp
002043098f10ba39a4600b6c52fbfe3c,526,1,237.81,237.81,4.0,13.0,3,1.414364290298345,-0.602394278263571,Khách hàng tiềm năng
002311514717ca8b65b09a26cdf7b91a,68,1,124.32,124.32,5.0,1.0,3,-0.002990373431811179,1.3425533275996575,Khách hàng tiềm năng
0023557a94bef0038066b5d1b3dc763e,159,1,107.44,107.44,3.0,5.0,0,-0.024032574347843883,-0.16345078060685245,Khách hàng giá trị thấp
002471155ecd08d208d1376720e2a907,26,1,92.18,92.18,5.0,7.0,0,-0.3963282087378102,0.8572311288307565,Khách hàng giá trị thấp
00256bf7b05c08f6a5849df3d0a64f1f,94,1,57.73,57.73,3.0,7.0,0,-1.0376029584697566,-0.3972710808109053,Khách hàng giá trị thấp
0025795df7a7d077c4c90162fa820085,41,1,214.08,107.04,1.0,1.0,1,0.6181986870070355,-0.5913218356193222,Khách hàng ít hoạt động
0027324a96d26a2bc7d69262f83c8403,162,1,46.78,46.78,5.0,1.0,0,-1.6537452187209951,0.9184284625329954,Khách hàng giá trị thấp
0028a7d8db7b0247652509358ad8d755,264,1,709.74,354.87,3.0,20.0,3,2.8836378756813295,-1.0337464688160425,Khách hàng tiềm năng
0028cfeb9dfcd3628a56d5b6400deef5,240,1,118.2,118.2,5.0,7.0,3,0.029325584170762756,0.6026331713184432,Khách hàng tiềm năng
00293787e2aec37a9c253b63fdfe2049,311,1,257.88,128.94,3.0,11.0,3,0.9831747963649891,-0.70454486254703,Khách hàng tiềm năng
0029bd580d3012618731f5abb174a07f,305,1,52.379999999999995,52.379999999999995,2.0,7.0,1,-1.1234141404027624,-1.255022803625466,Khách hàng ít hoạt động
002aba8c1af80acacef6e011f9f23262,188,1,217.74,217.74,1.0,55.0,1,2.2872358870451506,-4.878673408404099,Khách hàng ít hoạt động
002ae492472e45ad6ebeb7a625409392,330,1,218.66000000000003,109.33000000000001,3.0,3.0,3,0.5490086511436691,-0.16382742528944852,Khách hàng tiềm năng
002b4cd83fabaffaa475f78ea5ef3e08,579,1,64.42,64.42,2.0,7.0,1,-0.7702128720347768,-1.6135958375914239,Khách hàng ít hoạt động
002bdeb33da5b1b3ce8b9c822f749c82,272,1,38.09,38.09,5.0,6.0,0,-1.8998747628338881,0.30635003925782883,Khách hàng giá trị thấp
002cdf87d4c03f08f7eb4551a923affc,307,1,228.67,228.67,1.0,15.0,1,1.6049500863526427,-1.9587837927587832,Khách hàng ít hoạt động
002d3bd901608f67c3fc11eaaa842b13,231,1,28.76,28.76,4.0,2.0,0,-2.370394442192937,0.08997059912450925,Khách hàng giá trị thấp
002d71b244beb91ca7030b15ab526446,469,1,130.56,130.56,5.0,8.0,3,0.22148902119580066,0.20500071347866441,Khách hàng tiềm năng
002da6dde369f6a8b4c999ed61eb5a87,144,1,52.38,52.38,5.0,1.0,0,-1.464135964174237,0.9781484260595603,Khách hàng giá trị thấp
002eb8b96288f3804e21d2777ac29895,408,1,137.99,137.99,5.0,8.0,3,0.3145925100918505,0.314012809373824,Khách hàng tiềm năng
002ed12115742033f015cb3c269ccf68,216,1,109.79,109.79,5.0,1.0,0,-0.21164102094590473,1.0809945919794446,Khách hàng giá trị thấp
002ef00822613c94613e60e03b169fef,201,1,114.04,114.04,4.0,6.0,0,0.02285822836956735,0.22073428451536692,Khách hàng giá trị thấp
002feefec5af0a3b26ee7839c66d205e,309,1,77.57,77.57,1.0,29.0,1,0.03564419278679494,-3.3546888801909236,Khách hàng ít hoạt động
003035f5ec76f2220098377482de93c9,371,1,62.47,62.47,5.0,6.0,0,-1.0676067347996492,0.2965369870665742,Khách hàng giá trị thấp
003162bf0351f47a1a247992b8b9b42d,51,1,536.6,536.6,5.0,7.0,3,2.607313323567381,1.3294595266496125,Khách hàng tiềm năng
00324c9f4d710e7bac5c5ba679714430,439,1,219.56,109.78,5.0,11.0,3,0.5628988889502508,0.07012891096627392,Khách hàng tiềm năng
0032c76b20340da25249092a268ce66c,697,1,144.94,144.94,4.0,2.0,3,0.36221615912740035,-0.15758086245941252,Khách hàng tiềm năng
0032ca69771a7758ce643258bb9e4ac7,49,1,62.45,62.45,5.0,2.0,0,-1.1504216512070162,1.0961513708536679,Khách hàng giá trị thấp
0033f4a2887e07e25aa1204d482f41ba,70,1,425.04,425.04,5.0,9.0,3,2.2474799551153577,1.0784033873584138,Khách hàng tiềm năng
00344274804f3b8003de1b0562ae01df,56,1,226.23,226.23,3.0,13.0,3,1.3954445043229915,-0.4084047485052562,Khách hàng tiềm năng
0034c76b7e6a17d738375b99afc2f01e,119,1,44.23,44.23,5.0,7.0,0,-1.6332826356431531,0.5049528027609151,Khách hàng giá trị thấp
0035029989e6fc5cf030918a5f9f2037,114,1,546.12,273.06,5.0,3.0,3,1.958229780398449,1.4472872290071204,Khách hàng tiềm năng
003650b504826ea534e02eba0ab58dd5,229,1,21.77,21.77,4.0,2.0,0,-2.829194497429304,0.015060230846790177,Khách hàng giá trị thấp
0036a074f98b80c4f1fc33dbbcf9c552,479,1,42.62,42.62,5.0,11.0,0,-1.612469070945606,-0.36325090965720797,Khách hàng giá trị thấp
0036b4a3d09ad551a5188c2e374da402,390,1,162.77,162.77,4.0,5.0,3,0.6120956122611937,0.11256843344148665,Khách hàng tiềm năng
0036d365b138cc0ee06bed755bcb5044,215,1,109.5,109.5,5.0,10.0,0,-0.04337901378468115,0.3871487048332506,Khách hàng giá trị thấp
00370dfde3d012c420d29657afc2fc8b,217,1,237.0,237.0,4.0,14.0,3,1.4224724568258904,-0.2093931808095987,Khách hàng tiềm năng
00377a18050b898b93e2c774be9947db,282,1,65.78,65.78,2.0,40.0,1,-0.10652515549484427,-3.7016270850364608,Khách hàng ít hoạt động
0037aa56b017c105c3a9d47af71fff98,220,1,443.73,443.73,3.0,9.0,3,2.472139890504062,-0.1542195994975356,Khách hàng tiềm năng
0037d2bbb9ebc39d9114aea27ee16d72,525,1,143.73000000000002,143.73000000000002,5.0,5.0,3,0.3283421622702251,0.3789290093973846,Khách hàng tiềm năng
0037eb1ff742ee2e71ba887f65f3c6f3,418,1,228.79,228.79,5.0,12.0,3,1.2530834846478602,0.13645418579946272,Khách hàng tiềm năng
003800162424b7b5b3d75c9cf22a66e7,155,1,107.81,107.81,5.0,2.0,0,-0.22438570280275857,1.0915786837031702,Khách hàng giá trị thấp
00391594070baf8603f5fdc1d0c6a48c,29,1,119.32,119.32,3.0,5.0,3,0.15189340386429914,0.0650480406320818,Khách hàng tiềm năng
003a5571a07dcf09bf117d13d2980ba3,40,1,181.82,181.82,5.0,11.0,3,0.835607158708673,0.7234278684732811,Khách hàng tiềm năng
003a7a8eb096ed3cbf713d2def1ca701,20,1,157.45999999999998,157.45999999999998,5.0,9.0,3,0.5518289945278707,0.8666401422710969,Khách hàng tiềm năng
003ac9408252444b489b1bfc013f5f8c,171,1,36.98,36.98,5.0,3.0,0,-2.0085497795918332,0.6835040424077466,Khách hàng giá trị thấp
003ae409f37c3c30cb1c974af3a42692,19,1,216.32,216.32,3.0,4.0,3,1.1456312256029846,0.32963597379573584,Khách hàng tiềm năng
003c2067070f5b3d923235b1ea1cc17b,28,1,147.38,147.38,3.0,9.0,3,0.587869903719352,-0.1811000863675959,Khách hàng tiềm năng
003c457932a554e4df13834237b1ed00,241,1,142.51,142.51,5.0,2.0,3,0.2514057078463474,1.0410483783077706,Khách hàng tiềm năng
003d56767e53e08671de00da3fba8d40,276,1,178.59,178.59,5.0,10.0,3,0.7898868910211846,0.4355584074165331,Khách hàng tiềm năng
003db7adfcdc49857b095a50191b6c9d,124,1,542.66,542.66,4.0,4.0,3,2.6444413677570893,0.9447464433498257,Khách hàng tiềm năng
003e28cb6fab8a0901bff9229612375f,539,1,137.26,137.26,5.0,2.0,3,0.1926211426984456,0.5757997133695901,Khách hàng tiềm năng
003e2af81ea3c72fbdd093f07724a4de,140,1,63.74,31.87,4.0,1.0,0,-1.6509757227466484,0.43424835937910156,Khách hàng giá trị thấp
003f4901fdb60ae9c1e2538b84c208e1,288,1,162.79,162.79,5.0,7.0,3,0.5746939891422356,0.6219795549664582,Khách hàng tiềm năng
003fb95e849e71e732629d94bb92762f,35,1,77.59,77.59,5.0,4.0,0,-0.7455707300222767,1.025455813721271,Khách hàng giá trị thấp
003fee4ca17927283128c7ddc6f9311b,118,1,103.47,103.47,3.0,29.0,1,0.372077559279562,-1.9640806508751771,Khách hàng ít hoạt động
004177f7bf62929186b32c7fdaa6157b,319,1,433.98,216.99,1.0,4.0,1,1.8853502278909031,-1.0420078695682229,Khách hàng ít hoạt động
004256f082951ec189a4962b6788c214,164,1,259.15,259.15,5.0,8.0,3,1.3846119572000863,0.8686081914312795,Khách hàng tiềm năng
004288347e5e88a27ded2bb23747066c,233,2,354.37,177.185,5.0,4.5,2,1.8840413134299225,1.7432192310257977,Khách hàng giá trị cao
0042dcca0ae57aaec6e808edc31a2d48,275,1,85.03999999999999,85.03999999999999,4.0,10.0,0,-0.3968375615969877,-0.2854004360403368,Khách hàng giá trị thấp
0042dfa8925d6eb23e471ec350454f04,40,1,62.91,62.91,5.0,2.0,0,-1.1381966326223532,1.1119782567420162,Khách hàng giá trị thấp
0043d65f8039b4a4d43bc7b0f450ac2c,501,1,64.42,64.42,5.0,4.0,0,-1.0519299543351746,0.2614795881874735,Khách hàng giá trị thấp
00444f48f6c9b55657e49435ce3a97ca,451,1,52.379999999999995,52.379999999999995,4.0,7.0,0,-1.2694574862382781,-0.461243902231887,Khách hàng giá trị thấp
00446a03d7a34d191507c9e42870d0a5,546,1,128.95000000000002,128.95000000000002,5.0,4.0,3,0.12491459805086902,0.3927184821211235,Khách hàng tiềm năng
004493e0b0a37317d25665d340c0677d,89,1,83.32,83.32,3.0,5.0,0,-0.45632835710327474,-0.12997252732977768,Khách hàng giá trị thấp
0045e9ad4d6c85d2323a7ab374b76183,76,1,24.130000000000003,24.130000000000003,5.0,6.0,0,-2.6602890477924257,0.4765618806110791,Khách hàng giá trị thấp
0046311f458d8041b00063cb99482903,398,1,112.33,112.33,5.0,98.0,1,1.6923843895790485,-6.676246782791435,Khách hàng ít hoạt động
0047f3e16441284d757a8963344f6c59,371,1,76.18,76.18,4.0,8.0,0,-0.6198145187684588,-0.30907093550786663,Khách hàng giá trị thấp
0048706e497cfba0b689e1e3497bc99e,19,1,82.65,82.65,4.0,4.0,0,-0.56465444272358,0.5598215708097172,Khách hàng giá trị thấp
0048a779a98a7848514096ff04046079,26,1,41.04,41.04,5.0,5.0,0,-1.7985918028107517,0.7798202222061035,Khách hàng giá trị thấp
0049a16516d38fc2246696172a257f16,248,1,32.769999999999996,32.769999999999996,5.0,1.0,0,-2.246955773062041,0.6862382134371154,Khách hàng giá trị thấp
0049dadc30da6a277c1e9d371df5a66f,447,1,26.01,26.01,3.0,15.0,0,-2.2090367971144436,-1.779147478650108,Khách hàng giá trị thấp
0049db44bfd6cee26ac9c649329ff6ea,545,1,109.04,54.52,2.0,6.0,1,-0.4960394321060445,-1.4320364940175452,Khách hàng ít hoạt động
0049ec2d7a5818d0e4b3f4735cec2458,47,1,44.18,44.18,5.0,6.0,0,-1.655601841043522,0.6915962940540802,Khách hàng giá trị thấp
004a432489f6630c6dfd3fc4454603f5,261,1,84.00999999999999,84.00999999999999,5.0,7.0,0,-0.5495696751797908,0.47217707430662653,Khách hàng giá trị thấp
004b45ec5c64187465168251cd1c9c2f,100,2,147.72,73.86,3.0,11.0,2,0.665779009214276,0.1748580997360994,Khách hàng giá trị cao
004b9b1634b7becda8eec4e96bced882,29,1,158.74,158.74,5.0,4.0,3,0.4697852268327365,1.2411525909030081,Khách hàng tiềm năng
004d17fa2cb102a7c4817f040c884e59,203,1,39.78,39.78,5.0,0.0,0,-1.9437029600700428,0.8869591968631146,Khách hàng giá trị thấp
004df63539fd5e38d4b0a0506de7549c,49,1,993.55,993.55,3.0,10.0,3,3.8675629558659272,0.26370896901534036,Khách hàng tiềm năng
004ed862ea4e55f18868d3d782d10879,393,1,109.29,109.29,3.0,2.0,0,-0.04864692779269948,-0.2837966255860447,Khách hàng giá trị thấp
004f84d065096f3cedd26cf0adc80b9d,131,1,189.08,94.54,4.0,1.0,3,0.18572579041561474,0.7601542041273358,Khách hàng tiềm năng
00504b68faa074d0f40adcb4f7727f71,23,1,198.7,99.35,3.0,4.0,3,0.4001232311770583,0.1994379583091111,Khách hàng tiềm năng
0050dcff37f8b9ff611d245e30572b46,125,1,68.22,68.22,5.0,8.0,0,-0.8847988054676341,0.542538691922709,Khách hàng giá trị thấp
00522457bba00bba576a34fd9b4808fd,520,1,127.98,127.98,5.0,5.0,3,0.13082922105385064,0.3530033914877461,Khách hàng tiềm năng
005226be8d5b972d0f72b4e8a79f322b,155,1,1600.51,1600.51,5.0,0.0,3,4.345247791322885,2.0289970518191045,Khách hàng tiềm năng
00539155ce68fbe677934aebdb17e09b,127,1,58.25,58.25,4.0,2.0,0,-1.1921843865736343,0.44907111851278403,Khách hàng giá trị thấp
00543330561a9088f8b3879114a7b008,283,1,73.96000000000001,73.96000000000001,5.0,8.0,0,-0.7455927096724834,0.3248155444071732,Khách hàng giá trị thấp
0055b522bc89cbfbf376d8b59a628470,549,1,364.75,364.75,5.0,10.0,3,2.0133747027673743,0.22640449555044986,Khách hàng tiềm năng
0055bbb9c95f6acb8db89d1f6c316407,201,1,83.23,83.23,5.0,11.0,0,-0.48960093609383426,0.25226758962735657,Khách hàng giá trị thấp
0056c2dd794a5eede6164dcae635875a,26,1,171.88,171.88,5.0,6.0,3,0.6435875835224513,1.1143891233039682,Khách hàng tiềm năng
0056f26cb8f20916c3baa0e39fc30709,156,1,109.23,109.23,5.0,7.0,0,-0.10616689858904213,0.7079364562614019,Khách hàng giá trị thấp
005754cb59f8ee5cdbb5cda9d138757e,44,1,258.38,129.19,5.0,7.0,3,0.756605590639134,1.028259531913777,Khách hàng tiềm năng
00575b2023dedcc0f3e81a938834689b,303,1,32.379999999999995,32.379999999999995,4.0,6.0,0,-2.095673958570178,-0.29510364940191935,Khách hàng giá trị thấp
0057f64bff87f4698b4cbd338d62a2a8,13,1,82.86,82.86,4.0,1.0,0,-0.6180503083895591,0.8012364361147619,Khách hàng giá trị thấp
0058e7db269cc11558913b42beb115d0,108,1,78.88,78.88,4.0,1.0,0,-0.6997517058776205,0.6422196247406937,Khách hàng giá trị thấp
0058f300f57d7b93c477a131a59b36c3,165,2,271.6,90.53333333333335,3.6666666666666665,10.333333333333334,2,1.289517769868831,0.5839223870085413,Khách hàng giá trị cao
0059acd36094bf670ec8b21be6c0044c,448,1,46.69,46.69,5.0,8.0,0,-1.517724628507725,-0.0584690640182957,Khách hàng giá trị thấp
005d8faa4cf789cf52fb880a8569880a,115,1,89.25,89.25,5.0,3.0,0,-0.5263466897832298,1.0209330262044063,Khách hàng giá trị thấp
005e32bc930906dc6b65fb9d11cce3e2,365,1,49.6,49.6,5.0,8.0,0,-1.4176432716534526,0.08533854657712277,Khách hàng giá trị thấp
005ee3e015ec18092d7782e507cf68fe,337,1,187.96,187.96,4.0,14.0,3,1.0291307605144457,-0.4595612049903077,Khách hàng tiềm năng
005f060d4223956c62b64e9567a36f0f,104,1,777.6800000000001,777.6800000000001,3.0,7.0,3,3.3916102981623784,0.34012637033361753,Khách hàng tiềm năng
005f4b46e70bbd3295a38e2fd28d6566,305,1,63.9,63.9,4.0,4.0,0,-0.9946798112974904,0.04981899791390135,Khách hàng giá trị thấp
005f6fa02633470267dcd1e3ecd0fa79,38,1,272.04,272.04,5.0,4.0,3,1.388546952174606,1.3835321489935963,Khách hàng tiềm năng
005ff4ebe100db3eebbe6f7b19a8f99a,355,1,236.81,236.81,5.0,5.0,3,1.1764196952263697,0.7827579479524985,Khách hàng tiềm năng
006031108b00e5f73b2426a50b50f9c0,365,1,204.83,204.83,5.0,1.0,3,0.8523234021169143,1.0341689054392682,Khách hàng tiềm năng
00605a8897ed9ad73b5c93bebad2541a,162,1,31.130000000000003,31.130000000000003,5.0,31.0,0,-1.7578275864213009,-1.5124822336574475,Khách hàng giá trị thấp
00626f29f9b57d3ef7c1739ff03e944e,145,1,154.53,154.53,5.0,16.0,3,0.6563546205332692,0.1303527090753176,Khách hàng tiềm năng
0062adafa3846d9f372d8f1bde591b24,191,1,149.87,149.87,5.0,13.0,3,0.5474207627641987,0.2828885770798154,Khách hàng tiềm năng
0063817060d662048ed08bccecaf45d5,234,1,71.38,35.69,5.0,9.0,0,-1.380315625191109,0.21393885173821,Khách hàng giá trị thấp
0064a1b5f5cddd047c987b988a90c8c1,186,1,269.2,67.3,5.0,5.0,3,0.19189960504339962,0.8788345032279712,Khách hàng tiềm năng
0064c96f536ac6250275482221834154,75,1,65.33,65.33,4.0,1.0,0,-1.0188427332274974,0.6384097661374178,Khách hàng giá trị thấp
00651d97d964127ccfc0e2e55464876d,189,1,23.72,23.72,1.0,2.0,1,-2.4662747067799966,-1.4246233212391308,Khách hàng ít hoạt động
0065f6fb341f013a95a8e11cdc98d07a,329,1,119.32,119.32,4.0,10.0,3,0.1787241624828051,-0.2700894680818397,Khách hàng tiềm năng
0065f7795a38381973a373c8b4939679,58,1,31.22,31.22,4.0,2.0,0,-2.2372455380329166,0.3768918924419276,Khách hàng giá trị thấp
0066b328e72fd82fd7420bf849c0e8b4,364,1,94.35,94.35,4.0,4.0,0,-0.3344426978448281,0.07188062995921586,Khách hàng giá trị thấp
0067d2652c12515146721538868bbd80,76,1,190.28,190.28,5.0,7.0,3,0.8369505289672853,0.9904215417547061,Khách hàng tiềm năng
0068bd2e9e76c018846dbc6e2bec5ac5,69,1,79.50999999999999,79.50999999999999,5.0,5.0,0,-0.6844336052072503,0.9034619941235543,Khách hàng giá trị thấp
006a8c1784d622ebe06bab57e72ee045,282,1,66.64,66.64,2.0,27.0,1,-0.3341553937207282,-2.6945790330401937,Khách hàng ít hoạt động
006ab6f5e82340e927757563a9fbe7e4,275,1,300.59999999999997,150.29999999999998,1.0,40.0,1,1.9490509778946477,-3.859835550651143,Khách hàng ít hoạt động
006b297ed73773b17d8874a2eb4466e8,147,1,108.46,108.46,5.0,8.0,0,-0.09913572326042472,0.6424399458884218,Khách hàng giá trị thấp
006bbb235068a01d2e3e47fa09ccf53c,200,1,34.0,34.0,5.0,15.0,0,-1.9177156880749964,-0.3106533057593696,Khách hàng giá trị thấp
006c10bfead12ac8d90486fb4ce4e603,81,1,77.22,77.22,5.0,2.0,0,-0.7912667626495581,1.1082971630863776,Khách hàng giá trị thấp
006d763076d74d16d66e828e79ec1544,394,1,99.32,99.32,5.0,7.0,0,-0.2635380728907438,0.3175974774267299,Khách hàng giá trị thấp
006e937bd5a5e32043018a6d1521b5d5,267,1,199.79,199.79,5.0,1.0,3,0.8081713968687928,1.1763820712931554,Khách hàng tiềm năng
006ec5b170182812131c7d9b219c036f,322,1,61.77,61.77,5.0,3.0,0,-1.1450359382812807,0.5995595253954401,Khách hàng giá trị thấp
006f2f20cf0cd723624b99d0e8e40d0c,205,1,46.099999999999994,46.099999999999994,5.0,8.0,0,-1.5431982992125204,0.308436907415367,Khách hàng giá trị thấp
00704e915ae0d4a236eace0267454cf9,399,1,123.39,123.39,4.0,7.0,3,0.17933313697359685,-0.13560369885619541,Khách hàng tiềm năng
00705dcbc0b9cad67abd658612770905,24,1,47.93,47.93,5.0,1.0,0,-1.6153418316406438,1.1357792211070847,Khách hàng giá trị thấp
00720f160ff500d3605a1bf403eb62d9,108,1,118.54,118.54,5.0,3.0,3,-0.04483018666040374,1.1134531325248374,Khách hàng tiềm năng
00728bae3dec9c16b2193ab7e3195eb7,232,1,211.01,211.01,5.0,29.0,3,1.438257491731924,-0.9154167235586858,Khách hàng tiềm năng
00737247e3dc1942da2c527ef3bd2709,163,1,78.2,78.2,1.0,23.0,1,-0.0683390456387302,-2.6666680404099847,Khách hàng ít hoạt động
0074a1d3f1995ff0538dc7197500973c,116,1,624.9,624.9,5.0,17.0,3,3.0609846345834324,0.5028444331138513,Khách hàng tiềm năng
00762eafc5dac5fc1574f91e9b7c9b67,208,1,233.93,233.93,5.0,2.0,3,1.0954449720319996,1.234894080869543,Khách hàng tiềm năng
